episode,avg_return,success_proxy,delay_proxy,energy_proxy,edges,KL,m,rho_bar,deltaE_size,rejects,loss_pi,loss_v_mse,loss_v_rmse,value_clip_frac,ret_mean,ret_std,lr
142,-0.232809,0.058284,0.254849,0.985740,290,0.209644,10,1.000000,242,2196,-0.054290,0.669906,0.868320,0.054688,-23.848705,9.251013,0.000100
143,-0.257235,0.064498,0.242765,0.990577,295,0.370388,10,1.000000,309,2084,-0.025554,0.668976,0.846620,0.062500,-23.411488,8.327708,0.000100
144,-0.415693,0.029048,0.281323,0.986044,297,0.067816,10,1.000000,186,2275,-0.068549,1.037181,1.144711,0.078125,-24.205944,5.348520,0.000100
145,-0.195979,0.070866,0.236917,0.989475,292,0.098743,10,1.000000,239,2194,-0.018431,0.363810,0.606894,0.031250,-22.258877,8.777999,0.000100
146,-0.144725,0.076537,0.250861,0.979844,298,0.166901,10,1.000000,253,2178,0.015240,0.721388,0.889718,0.070312,-21.925358,10.300241,0.000100
147,-0.279609,0.070339,0.257263,0.984262,292,0.253556,10,1.000000,246,2192,-0.009247,0.460225,0.701186,0.046875,-22.981983,7.114857,0.000100
148,-0.457725,0.017084,0.303731,0.991271,298,0.305314,10,1.000000,219,2223,0.006953,0.649532,0.834321,0.070312,-24.018593,4.750921,0.000100
149,-0.185956,0.066935,0.262216,0.986125,293,0.224795,10,1.000000,262,2154,0.105038,0.462669,0.700710,0.015625,-23.147285,9.043754,0.000100
150,-1.102471,0.064301,0.273094,0.990550,298,0.249197,10,1.000000,217,2228,0.096521,4.138363,2.043057,0.781250,-36.554588,7.988701,0.000100
151,-1.059509,0.080416,0.255976,0.987581,295,0.292107,10,1.000000,258,2169,0.042975,3.973177,2.005186,0.664062,-36.975487,8.855490,0.000100
152,-1.027691,0.078403,0.249944,0.987980,294,0.247533,10,1.000000,231,2217,0.128033,3.853889,1.971616,0.601562,-38.129536,9.666500,0.000100
153,-1.177820,0.044267,0.258014,0.985044,298,0.291246,10,1.000000,165,2307,0.081898,4.177650,2.091066,0.562500,-39.535408,7.675089,0.000100
154,-1.113310,0.059706,0.270154,0.990110,296,0.391521,10,1.000000,285,2120,0.111551,3.889004,1.985716,0.554688,-40.224770,8.409711,0.000100
155,-1.079836,0.072250,0.211521,0.985089,296,0.332608,10,1.000000,275,2148,0.129336,3.457983,1.870257,0.257812,-40.238335,8.399408,0.000100
156,-1.104526,0.063471,0.259046,0.987310,298,0.197743,10,1.000000,257,2167,0.054833,3.995435,2.013831,0.656250,-41.312664,8.732474,0.000100
