episode,avg_return,success_proxy,delay_proxy,energy_proxy,edges,KL,m,rho_bar,deltaE_size,rejects,loss_pi,loss_v_mse,loss_v_rmse,value_clip_frac,ret_mean,ret_std,lr
57,-3.589690,0.165044,0.969254,0.740990,99,0.058389,10,1.000000,285,2256,0.026869,0.749769,0.929348,0.050841,-239.642654,53.052094,0.000100
58,-4.038893,0.177233,0.972581,0.736658,99,0.060583,10,1.000000,266,2251,0.006171,0.945744,1.038942,0.090623,-240.373718,59.483524,0.000100
59,-3.713637,0.154826,0.965993,0.680571,100,0.059475,10,1.000000,296,2232,0.027793,0.664420,0.862058,0.058085,-233.293976,52.914181,0.000100
60,-4.317796,0.129118,0.938064,0.729021,100,0.053156,10,1.000000,259,2286,0.009132,0.871931,0.979066,0.070312,-231.247894,57.086411,0.000100
61,-3.571683,0.166039,0.970126,0.715932,99,0.059713,10,1.000000,249,2288,0.031817,0.719527,0.880840,0.054688,-214.744949,52.181057,0.000100
62,-3.877893,0.177397,0.966507,0.744519,99,0.061557,10,1.000000,253,2296,0.015717,0.742713,0.898656,0.070312,-218.722931,54.353230,0.000100
63,-4.191236,0.163516,0.954146,0.751982,99,0.065253,10,1.000000,247,2304,0.012171,0.900940,0.992801,0.085938,-228.970245,62.481194,0.000100
64,-4.183394,0.147425,0.943415,0.756394,99,0.053894,10,1.000000,280,2244,0.015894,0.854021,0.972033,0.066824,-237.622345,60.133896,0.000100
65,-3.420895,0.169581,0.963577,0.739126,100,0.058879,10,1.000000,216,2329,0.033558,0.652594,0.871118,0.050781,-235.805695,48.727787,0.000100
66,-3.707387,0.155528,0.957610,0.734082,101,0.054401,10,1.000000,269,2275,0.040098,0.684863,0.879134,0.050781,-234.241455,53.463329,0.000100
67,-3.626515,0.144433,0.957924,0.719563,100,0.061139,10,1.000000,250,2299,0.031207,0.588157,0.804473,0.042969,-228.714279,55.804035,0.000100
68,-3.834468,0.151513,0.949826,0.712931,101,0.057004,10,1.000000,262,2280,0.025109,0.566479,0.772779,0.058594,-211.578888,56.905914,0.000100
69,-3.287618,0.185465,0.955432,0.721188,99,0.054066,10,1.000000,246,2299,0.032786,0.452358,0.695557,0.031250,-191.666672,47.855949,0.000100
70,-3.780830,0.184882,0.968110,0.718709,100,0.054062,10,1.000000,261,2282,0.015696,0.622787,0.812644,0.058594,-196.944611,58.835899,0.000100
71,-3.862879,0.184815,0.964225,0.709646,100,0.062019,10,1.000000,245,2298,0.012457,0.624916,0.815445,0.058594,-194.906906,61.491352,0.000100
72,-3.374842,0.166648,0.949076,0.708379,100,0.045053,10,1.000000,258,2284,0.039276,0.386555,0.637271,0.023438,-201.500031,52.302769,0.000100
73,-3.755476,0.154067,0.952563,0.694267,99,0.072348,10,1.000000,251,2281,0.019017,0.614024,0.809303,0.062500,-217.043655,58.557796,0.000100
74,-3.772545,0.183836,0.960685,0.726348,99,0.049091,10,1.000000,263,2278,0.016305,0.670233,0.851243,0.066406,-217.888092,60.817528,0.000100
75,-3.737159,0.162929,0.967277,0.745285,100,0.050456,10,1.000000,256,2272,0.035169,0.656290,0.842614,0.035156,-223.411713,62.895603,0.000100
76,-3.690161,0.175159,0.959401,0.720871,101,0.058246,10,1.000000,254,2289,0.024239,0.544299,0.751950,0.035156,-200.928162,64.852135,0.000100
77,-3.887514,0.148199,0.945691,0.757624,100,0.059217,10,1.000000,249,2288,0.033150,0.463894,0.688316,0.023438,-196.467346,64.125504,0.000100
78,-3.941674,0.169004,0.967131,0.804214,100,0.060188,10,1.000000,245,2294,0.024931,0.466531,0.687301,0.023438,-188.507156,67.188148,0.000100
79,-4.043514,0.166816,0.964986,0.780219,99,0.052495,10,1.000000,252,2281,0.006089,0.576646,0.773349,0.054688,-198.727753,69.921829,0.000100
80,-3.704199,0.188112,0.948769,0.733470,99,0.055348,10,1.000000,246,2290,0.026481,0.525022,0.741967,0.042969,-195.534576,62.548008,0.000100
81,-3.862230,0.158930,0.963749,0.774088,100,0.064631,10,1.000000,260,2282,0.023872,0.546672,0.753398,0.042969,-211.765381,64.718369,0.000100
82,-3.930851,0.157060,0.960146,0.712490,99,0.057852,10,1.000000,257,2287,0.018625,0.614504,0.814335,0.050781,-214.399048,61.577000,0.000100
83,-3.772094,0.166858,0.944399,0.798305,100,0.054498,10,1.000000,242,2301,0.033126,0.571334,0.776342,0.043002,-219.095734,64.551765,0.000100
84,-3.857480,0.155572,0.967771,0.774268,99,0.052354,10,1.000000,221,2322,0.031659,0.572949,0.775406,0.035156,-217.385696,68.039268,0.000100
85,-3.419184,0.201635,0.947607,0.744363,99,0.067817,10,1.000000,250,2285,0.029882,0.496553,0.722122,0.039062,-197.977631,59.043064,0.000100
86,-3.364008,0.184613,0.945389,0.693154,99,0.058163,10,1.000000,242,2295,0.035244,0.382575,0.628034,0.023438,-182.876007,58.750088,0.000100
87,-3.165161,0.183097,0.937288,0.700649,101,0.057336,10,1.000000,252,2291,0.042067,0.350516,0.594103,0.019531,-161.110382,42.110073,0.000100
88,-4.174532,0.158209,0.966615,0.760582,100,0.048895,10,1.000000,251,2297,0.019528,0.496857,0.712326,0.031250,-180.406525,69.607620,0.000100
89,-3.948127,0.179891,0.966670,0.814866,100,0.057422,10,1.000000,249,2296,0.025574,0.540604,0.739937,0.039062,-183.915695,72.378548,0.000100
90,-4.035851,0.147721,0.981021,0.768022,101,0.058332,10,1.000000,239,2306,0.024445,0.550819,0.746938,0.027365,-197.862473,69.313232,0.000100
91,-4.027877,0.177683,0.971927,0.721890,100,0.054415,10,1.000000,216,2327,0.013407,0.744761,0.899846,0.070312,-219.412888,71.497955,0.000100
92,-4.426301,0.140256,0.977680,0.769681,99,0.066717,10,1.000000,216,2336,0.007423,0.775551,0.926735,0.078125,-237.417938,69.808258,0.000100
93,-3.873011,0.141769,0.945250,0.755992,99,0.059034,10,1.000000,226,2259,0.039587,0.599727,0.802631,0.039632,-229.581818,57.890671,0.000100
94,-4.156152,0.138216,0.953357,0.787859,99,0.048157,10,1.000000,222,2325,0.037680,0.764314,0.913576,0.058594,-243.754318,64.843987,0.000100
95,-3.723144,0.154038,0.969306,0.799648,99,0.051685,10,1.000000,225,2306,0.041758,0.646854,0.838652,0.046875,-239.526886,64.795746,0.000100
96,-3.958848,0.156738,0.967443,0.773535,100,0.050888,10,1.000000,235,2312,0.031026,0.528943,0.754497,0.042969,-222.154709,56.663239,0.000100
97,-3.791414,0.188682,0.972842,0.750294,99,0.060469,10,1.000000,229,2314,0.018050,0.555085,0.772834,0.054688,-207.589508,60.948040,0.000100
98,-4.213954,0.148834,0.968020,0.776604,99,0.054423,10,1.000000,243,2306,0.020082,0.565354,0.764524,0.046875,-210.702911,69.555595,0.000100
99,-4.048599,0.187187,0.964441,0.742929,99,0.051014,10,1.000000,235,2310,0.014511,0.574914,0.778653,0.050781,-198.373199,72.623627,0.000100
100,-3.707919,0.174529,0.955268,0.725221,99,0.053837,10,1.000000,235,2304,0.030569,0.446591,0.684394,0.035156,-197.988800,58.244278,0.000100
101,-3.682203,0.158790,0.955984,0.742549,100,0.056223,10,1.000000,230,2315,0.040372,0.512076,0.742588,0.035156,-209.581589,59.935154,0.000100
102,-3.355668,0.163351,0.944323,0.678321,101,0.053880,10,1.000000,234,2312,0.037922,0.457862,0.707143,0.039062,-221.576584,59.201805,0.000100
103,-4.021313,0.177095,0.947994,0.774363,99,0.047937,10,1.000000,245,2295,0.023779,0.674950,0.855234,0.058594,-221.923141,67.336365,0.000100
104,-3.600637,0.160573,0.933334,0.703642,101,0.066748,10,1.000000,250,2291,0.032888,0.449445,0.687278,0.031336,-211.026459,61.919010,0.000100
105,-3.618196,0.167179,0.958334,0.762904,99,0.053240,10,1.000000,229,2314,0.038333,0.394092,0.635525,0.019531,-190.579803,59.617939,0.000100
106,-3.839436,0.172346,0.958593,0.765272,99,0.052609,10,1.000000,245,2288,0.033977,0.425012,0.656178,0.035156,-187.759155,63.042591,0.000100
107,-3.933929,0.140293,0.955319,0.791697,99,0.055366,10,1.000000,229,2310,0.044317,0.409512,0.642789,0.019531,-203.437958,66.835609,0.000100
108,-3.721366,0.165431,0.940354,0.756407,99,0.044123,10,1.000000,242,2299,0.037261,0.487069,0.713525,0.035156,-209.062103,65.123192,0.000103
109,-4.097048,0.145866,0.964936,0.728383,99,0.053990,10,1.000000,239,2293,0.026662,0.676289,0.855679,0.058594,-234.892914,67.652275,0.000100
110,-3.756412,0.155335,0.957936,0.672295,99,0.054022,10,1.000000,212,2324,0.030976,0.624686,0.823112,0.058777,-239.772507,62.938240,0.000100
111,-4.027305,0.147061,0.967044,0.771352,99,0.058962,10,1.000000,229,2299,0.039323,0.690880,0.875697,0.062893,-239.614212,66.623253,0.000100
112,-3.851411,0.155203,0.969283,0.798342,99,0.050039,10,1.000000,235,2319,0.036884,0.542261,0.759155,0.035156,-222.554764,64.048508,0.000100
113,-3.955917,0.153138,0.951710,0.764602,99,0.048794,10,1.000000,224,2305,0.029465,0.559181,0.759590,0.031410,-218.921524,68.987534,0.000100
114,-3.954674,0.152776,0.949441,0.755226,101,0.034957,10,1.000000,226,2315,0.031057,0.447691,0.681583,0.039062,-210.319000,66.174194,0.000103
115,-3.940492,0.162267,0.943243,0.811473,99,0.048179,10,1.000000,221,2316,0.028292,0.532358,0.739851,0.031250,-207.415970,70.099091,0.000100
116,-3.894018,0.160444,0.952041,0.748572,99,0.033478,10,1.000000,231,2302,0.037943,0.470074,0.693845,0.028918,-211.583771,70.526115,0.000103
117,-4.078917,0.184428,0.967061,0.752009,99,0.052046,10,1.000000,240,2296,0.005945,0.633892,0.816289,0.046875,-193.874969,79.103577,0.000100
118,-3.786674,0.170101,0.972052,0.724694,100,0.053510,10,1.000000,236,2300,0.025489,0.360360,0.600862,0.015625,-175.732391,73.127876,0.000100
119,-3.901532,0.162424,0.956547,0.765293,100,0.054177,10,1.000000,232,2315,0.027125,0.423009,0.650487,0.007812,-161.649643,65.854210,0.000100
120,-3.582319,0.153132,0.968278,0.727618,100,0.048433,10,1.000000,225,2324,0.033763,0.349879,0.591703,0.011719,-166.193390,61.158188,0.000100
121,-4.175305,0.158382,0.966463,0.761614,99,0.044914,10,1.000000,228,2309,0.024581,0.475795,0.692135,0.027344,-187.712051,76.505951,0.000103
122,-3.661522,0.172723,0.957341,0.739066,99,0.035562,10,1.000000,237,2301,0.037130,1.564212,1.293418,0.074219,-196.842453,65.962860,0.000106
123,-4.028615,0.166381,0.957504,0.740345,100,0.054062,10,1.000000,222,2308,0.031615,0.764420,0.918392,0.058594,-236.941696,68.101021,0.000100
124,-3.730108,0.180070,0.976051,0.765624,100,0.048230,10,1.000000,215,2319,0.035661,0.503322,0.734788,0.042969,-216.531464,61.212074,0.000100
125,-3.330417,0.182535,0.969606,0.759227,99,0.048477,10,1.000000,216,2322,0.048477,0.337986,0.591969,0.027408,-187.708496,53.421471,0.000100
126,-3.720521,0.155065,0.976690,0.747416,99,0.053493,10,1.000000,227,2314,0.037196,0.366894,0.612070,0.023438,-191.543686,57.190361,0.000100
127,-3.840913,0.147892,0.959429,0.768346,99,0.038016,10,1.000000,231,2309,0.050175,0.514328,0.736738,0.035156,-185.988434,56.752689,0.000103
128,-4.218407,0.133464,0.945497,0.775852,99,0.054232,10,1.000000,223,2309,0.029978,0.629081,0.811910,0.035156,-219.706085,69.020866,0.000100
129,-3.490071,0.180334,0.970255,0.748049,99,0.037459,10,1.000000,214,2321,0.038608,0.459809,0.698427,0.031250,-214.131516,61.380585,0.000103
130,-3.745797,0.159670,0.956219,0.776837,101,0.049413,10,1.000000,219,2318,0.035266,0.561869,0.770466,0.039062,-220.950516,67.003151,0.000100
131,-4.121355,0.155860,0.976384,0.788741,99,0.041321,10,1.000000,218,2327,0.024917,0.678125,0.831201,0.035170,-218.515854,68.259666,0.000103
132,-3.862002,0.167443,0.960463,0.768004,99,0.045572,10,1.000000,220,2315,0.027308,0.494626,0.708690,0.035156,-196.287842,74.186180,0.000100
133,-3.974451,0.159220,0.957549,0.789485,99,0.040343,10,1.000000,220,2322,0.023097,0.655275,0.818915,0.039062,-202.205856,74.800774,0.000103
