episode,avg_return,success_proxy,delay_proxy,energy_proxy,edges,KL,m,rho_bar,deltaE_size,rejects,loss_pi,loss_v_mse,loss_v_rmse,value_clip_frac,ret_mean,ret_std,lr
1,3.811182,0.862200,0.019724,0.094586,217,0.004554,10,1.000000,1381,1154,-0.036234,0.690020,0.838350,0.032000,59.227451,18.107561,0.000300
2,5.820257,0.952662,0.014866,0.165997,473,0.005896,10,1.000000,1575,972,-0.003868,0.214917,0.463592,0.000000,136.744507,23.352804,0.000300
3,6.071366,0.961756,0.013888,0.179338,548,0.005580,10,1.000000,1543,989,0.053186,0.218898,0.467889,0.007812,198.757751,46.710052,0.000300
4,6.200854,0.966283,0.012105,0.261683,989,0.007056,10,1.000000,1633,900,-0.122463,0.042276,0.205612,0.000000,176.806396,62.936840,0.000300
5,6.296014,0.971369,0.012460,0.268727,903,0.001685,10,1.000000,1423,1106,-0.060904,0.182815,0.427569,0.000000,219.441254,50.200829,0.000300
6,6.431223,0.975950,0.011374,0.323104,1107,0.007871,10,1.000000,1513,1010,-0.016515,0.189475,0.435314,0.007812,208.536499,76.020180,0.000300
7,6.425646,0.975960,0.011395,0.359068,1258,0.054750,10,1.000000,1557,972,-0.074528,0.109075,0.330265,0.000000,244.061768,82.157249,0.000270
8,6.412352,0.975118,0.011383,0.366806,1285,0.005253,10,1.000000,1542,990,-0.169728,0.027694,0.166416,0.000000,288.970123,96.990723,0.000300
9,6.449395,0.979272,0.010128,0.501029,1717,0.004272,10,1.000000,1690,854,-0.012123,0.052497,0.229122,0.000000,234.867401,126.436104,0.000300
10,6.325100,0.975752,0.010629,0.507028,1754,0.004770,10,1.000000,1711,826,-0.095199,0.020587,0.143481,0.000000,329.760254,114.306267,0.000300
11,6.386845,0.977898,0.010326,0.543398,1909,0.061870,10,1.000000,1817,733,-0.076271,0.025970,0.161153,0.000000,293.641357,150.989594,0.000270
12,6.421334,0.978505,0.010082,0.540309,1958,0.045152,10,1.000000,1870,676,-0.079774,0.208141,0.456225,0.000000,322.145447,156.318161,0.000243
13,6.311103,0.975692,0.009947,0.555995,2005,0.054044,10,1.000000,1894,644,0.039108,0.040676,0.201683,0.000000,319.095551,153.353882,0.000219
14,6.440580,0.979771,0.009246,0.584103,2118,0.082042,10,1.000000,1941,606,-0.025393,0.019149,0.138378,0.000000,319.487366,150.321213,0.000197
15,6.417896,0.979530,0.009287,0.617116,2138,0.004718,10,1.000000,1996,561,-0.241138,0.071618,0.267616,0.000000,350.038910,139.246521,0.000236
16,6.428729,0.979851,0.009227,0.621429,2254,0.059073,10,1.000000,2062,483,0.041559,0.044887,0.211864,0.000000,371.882812,138.227264,0.000213
17,6.422739,0.980200,0.009438,0.640134,2336,0.047924,10,1.000000,2162,396,-0.117170,0.065444,0.255821,0.000000,386.381836,138.440414,0.000191
18,6.409253,0.979851,0.009393,0.649202,2346,0.046606,10,1.000000,2190,367,-0.095512,0.023242,0.152453,0.000000,393.086884,141.089478,0.000172
19,6.421640,0.979963,0.009339,0.631337,2306,0.031041,10,1.000000,2173,386,0.057067,0.009695,0.098462,0.000000,382.897583,158.890854,0.000177
20,6.408948,0.979851,0.009253,0.650055,2369,0.054174,10,1.000000,2223,337,-0.176801,0.028617,0.169165,0.000000,335.749451,177.372025,0.000160
21,6.424552,0.980690,0.008884,0.666377,2497,0.114562,10,1.000000,2286,274,-0.103011,0.037405,0.193404,0.000000,340.263947,164.089050,0.000144
22,6.427804,0.980326,0.009224,0.629691,2287,0.020375,10,1.000000,2255,300,0.105917,0.009964,0.099819,0.000000,382.327576,140.101471,0.000158
23,6.417285,0.979947,0.009172,0.646625,2337,0.064366,10,1.000000,2233,327,-0.042563,0.020722,0.143952,0.000000,347.720184,175.990448,0.000142
24,6.404448,0.979912,0.009154,0.654793,2353,0.046383,10,1.000000,2249,310,0.063962,0.024200,0.155563,0.000000,369.998444,152.929794,0.000128
